Date,Event_ID,Winner,Loser,W_KD,L_KD,W_STR,L_STR,W_TD,L_TD,W_SUB,L_SUB,Weight class,Method,Round,Time,W/L
"UFC Fight Night: Dos Anjos vs. Fiziev  July 09, 2022",31da66df48c0c1a0,Cody Brundage,Tresean Gore,1,0,15,8,1,0,0,0,Middleweight,KO/TKO  Punch,1.0,3:50,win
"UFC Fight Night: Dos Anjos vs. Fiziev  July 09, 2022",31da66df48c0c1a0,David Onama,Garrett Armfield,0,0,29,21,2,0,1,0,Featherweight,SUB  Arm Triangle,2.0,3:13,win
"UFC Fight Night: Dos Anjos vs. Fiziev  July 09, 2022",31da66df48c0c1a0,Kennedy Nzechukwu,Karl Roberson,0,0,20,9,5,0,1,0,Light Heavyweight,KO/TKO  Elbows,3.0,2:19,win
"UFC Fight Night: Dos Anjos vs. Fiziev  July 09, 2022",31da66df48c0c1a0,Saidyokub Kakhramonov,Ronnie Lawrence,0,0,32,15,10,1,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Israel Adesanya,Jared Cannonier,0,0,116,90,0,0,0,0,Middleweight,U-DEC,5.0,5:00,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Alexander Volkanovski,Max Holloway,0,0,199,127,0,0,0,0,Featherweight,U-DEC,5.0,5:00,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Alex Pereira,Sean Strickland,1,0,25,15,0,0,0,0,Middleweight,KO/TKO  Punches,1.0,2:36,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Bryan Barberena,Robbie Lawler,0,0,147,81,0,0,0,0,Welterweight,KO/TKO  Punches,2.0,4:47,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Pedro Munhoz,Sean O'Malley,0,0,26,25,0,0,0,0,Bantamweight,CNC,2.0,3:09,nc  nc
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Jalin Turner,Brad Riddell,0,0,3,2,0,0,1,0,Lightweight,SUB  Guillotine Choke,1.0,0:45,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Jim Miller,Donald Cerrone,0,0,24,21,1,0,1,0,Welterweight,SUB  Guillotine Choke,2.0,1:32,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Ian Garry,Gabe Green,1,0,116,90,1,1,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Dricus Du Plessis,Brad Tavares,0,0,113,82,0,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 276: Adesanya vs. Cannonier  July 02, 2022",4a9e305633f3ef47,Andre Muniz,Uriah Hall,0,0,17,6,4,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Mateusz Gamrot,Arman Tsarukyan,0,1,81,95,6,1,0,0,Lightweight,U-DEC,5.0,5:00,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Shavkat Rakhmonov,Neil Magny,0,0,19,11,2,0,1,0,Welterweight,SUB  Guillotine Choke,2.0,4:58,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Josh Parisian,Alan Baudot,0,1,42,49,3,0,0,0,Heavyweight,KO/TKO  Punches,2.0,3:04,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Thiago Moises,Christos Giagos,0,0,3,2,1,0,1,0,Lightweight,SUB  Rear Naked Choke,1.0,3:05,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Umar Nurmagomedov,Nate Maness,0,0,74,2,3,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Chris Curtis,Rodolfo Vieira,0,0,109,86,0,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Carlos Ulberg,Tafon Nchukwi,1,0,15,3,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1.0,1:15,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Shayilan Nuerdanbieke,TJ Brown,1,0,47,42,3,1,0,4,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Sergey Morozov,Raulian Paiva,0,0,68,63,2,1,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Cody Durden,JP Buys,1,0,23,7,0,0,0,0,Flyweight,KO/TKO  Punch,1.0,1:08,win
"UFC Fight Night: Tsarukyan vs. Gamrot  June 25, 2022",eb42d4febfafefd1,Mario Bautista,Brian Kelleher,0,0,6,2,2,0,1,0,Bantamweight,SUB  Rear Naked Choke,1.0,2:27,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Josh Emmett,Calvin Kattar,0,0,107,130,0,0,0,0,Featherweight,S-DEC,5.0,5:00,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Kevin Holland,Tim Means,0,0,36,21,0,2,1,0,Welterweight,SUB  D'Arce Choke,2.0,1:28,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Joaquin Buckley,Albert Duraev,2,0,27,10,0,2,0,0,Middleweight,KO/TKO,2.0,5:00,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Damir Ismagulov,Guram Kutateladze,0,0,79,78,0,1,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Gregory Rodrigues,Julian Marquez,3,0,49,13,0,0,0,0,Middleweight,KO/TKO  Punch,1.0,3:18,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Adrian Yanez,Tony Kelley,1,0,35,20,0,0,0,0,Bantamweight,KO/TKO  Punches,1.0,3:49,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Jeremiah Wells,Court McGee,1,0,7,3,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,1:34,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Ricardo Ramos,Danny Chavez,1,0,4,3,0,0,0,0,Featherweight,KO/TKO  Spinning Back Elbow,1.0,1:12,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Cody Stamann,Eddie Wineland,1,0,27,3,0,0,0,0,Bantamweight,KO/TKO  Punches,1.0,0:59,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Phil Hawes,Deron Winn,1,0,118,32,1,0,0,0,Middleweight,KO/TKO  Elbows,2.0,4:25,win
"UFC Fight Night: Kattar vs. Emmett  June 18, 2022",a0a680fe2f6cc8e6,Roman Dolidze,Kyle Daukaus,2,0,8,4,0,0,0,0,Middleweight,KO/TKO  Knee,1.0,1:13,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Jiri Prochazka,Glover Teixeira,0,0,120,111,0,5,1,1,Light Heavyweight,SUB  Rear Naked Choke,5.0,4:32,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Jake Matthews,Andre Fialho,1,0,47,18,0,0,0,0,Welterweight,KO/TKO  Punch,2.0,2:24,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Jack Della Maddalena,Ramazan Emeev,1,0,18,7,0,1,0,1,Welterweight,KO/TKO  Punch,1.0,2:32,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Josh Culibao,SeungWoo Choi,2,0,51,46,0,1,0,0,Featherweight,S-DEC,3.0,5:00,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Maheshate,Steve Garcia,2,0,7,7,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,1:14,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Brendan Allen,Jacob Malkoun,0,0,45,33,2,7,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 275: Teixeira vs. Prochazka  June 11, 2022",3a24769a4855040a,Kyung Ho Kang,Batgerel Danaa,0,0,100,109,0,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Alexander Volkov,Jairzinho Rozenstruik,0,0,21,6,0,0,0,0,Heavyweight,KO/TKO  Punches,1.0,2:12,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Movsar Evloev,Dan Ige,0,0,68,42,9,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Lucas Almeida,Michael Trizano,2,1,75,31,0,0,0,0,Featherweight,KO/TKO  Punches,3.0,0:55,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Ode Osbourne,Zarrukh Adashev,1,0,7,7,0,0,0,0,Flyweight,KO/TKO  Punch,1.0,1:01,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Alonzo Menifield,Askar Mozharov,0,0,19,2,2,0,0,0,Light Heavyweight,KO/TKO  Elbows,1.0,4:40,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Joe Solecki,Alex Da Silva,0,1,33,35,1,0,3,0,Lightweight,M-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Damon Jackson,Dan Argueta,0,0,32,27,2,1,1,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Benoit Saint Denis,Niklas Stolze,0,0,8,11,3,0,2,1,Lightweight,SUB  Rear Naked Choke,2.0,1:32,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Tony Gravely,Johnny Munoz,1,0,5,2,0,0,0,0,Bantamweight,KO/TKO  Punch,1.0,1:08,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Jeff Molina,Zhalgas Zhumagulov,0,0,56,37,0,2,0,0,Flyweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Rozenstruik  June 04, 2022",57591bbf1623574e,Rinat Fakhretdinov,Andreas Michailidis,0,0,45,18,5,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Michel Pereira,Santiago Ponzinibbio,0,0,110,105,0,1,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Chidi Njokuani,Dusko Todorovic,1,0,14,5,0,2,1,0,Middleweight,KO/TKO  Elbow,1.0,4:48,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Junyong Park,Eryk Anders,0,0,105,65,0,3,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Joseph Holmes,Alen Amedovski,1,0,16,1,1,0,1,0,Middleweight,SUB  Rear Naked Choke,1.0,1:04,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Jailton Almeida,Parker Porter,0,0,18,0,1,0,1,0,Heavyweight,SUB  Rear Naked Choke,1.0,4:35,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Uros Medic,Omar Morales,2,0,47,33,0,0,0,0,Lightweight,KO/TKO  Punch,2.0,3:05,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Jonathan Martinez,Vince Morales,0,0,88,51,2,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Holm vs. Vieira  May 21, 2022",a6c32678efd4f434,Chase Hooper,Felipe Colares,0,0,60,21,4,2,3,0,Featherweight,KO/TKO  Punches,3.0,3:00,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Jan Blachowicz,Aleksandar Rakic,0,0,31,27,0,1,1,0,Light Heavyweight,KO/TKO,3.0,1:11,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Ryan Spann,Ion Cutelaba,0,0,4,2,0,3,1,0,Light Heavyweight,SUB  Guillotine Choke,1.0,2:22,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Davey Grant,Louis Smolka,1,0,81,71,0,0,0,0,Bantamweight,KO/TKO  Punches,3.0,0:49,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Manuel Torres,Frank Camacho,1,0,34,16,0,0,0,0,Lightweight,KO/TKO  Punches,1.0,3:27,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Allan Nascimento,Jake Hadley,0,0,19,8,2,0,0,1,Flyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Michael Johnson,Alan Patrick,1,0,30,22,1,0,0,0,Lightweight,KO/TKO  Punch,2.0,3:22,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Tatsuro Taira,Carlos Candelario,1,0,57,9,1,2,3,1,Flyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Blachowicz vs. Rakic  May 14, 2022",60ba33c3f555a7a3,Andre Petroski,Nick Maximov,0,0,1,4,0,0,1,0,Middleweight,SUB  Anaconda Choke,1.0,1:16,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Charles Oliveira,Justin Gaethje,1,1,30,21,0,0,2,0,Lightweight,SUB  Rear Naked Choke,1.0,3:22,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Michael Chandler,Tony Ferguson,1,0,27,20,1,0,0,0,Lightweight,KO/TKO  Kick,2.0,0:17,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Ovince Saint Preux,Mauricio Rua,0,0,62,54,0,0,0,0,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Randy Brown,Khaos Williams,0,1,93,75,0,0,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Francisco Trinaldo,Danny Roberts,0,0,80,36,0,0,1,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Brandon Royval,Matt Schnell,0,1,14,12,0,0,1,0,Flyweight,SUB  Guillotine Choke,1.0,2:14,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Blagoy Ivanov,Marcos Rogerio de Lima,0,0,62,68,0,1,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Andre Fialho,Cameron VanCamp,1,0,17,19,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,2:35,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,CJ Vergara,Kleydson Rodrigues,0,0,71,81,0,2,0,1,Flyweight,S-DEC,3.0,5:00,win
"UFC 274: Oliveira vs. Gaethje  May 07, 2022",253d3f9e97ca149a,Journey Newson,Fernie Garcia,0,0,57,37,2,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Marlon Vera,Rob Font,3,0,159,271,0,1,0,0,Bantamweight,U-DEC,5.0,5:00,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Andrei Arlovski,Jake Collier,0,0,91,93,0,2,0,0,Heavyweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Joanderson Brito,Andre Fili,1,0,14,6,0,0,0,0,Featherweight,KO/TKO  Punch,1.0,0:41,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Grant Dawson,Jared Gordon,0,0,54,77,7,0,2,0,Lightweight,SUB  Rear Naked Choke,3.0,4:11,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Darren Elkins,Tristan Connelly,0,0,75,66,5,0,1,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Krzysztof Jotko,Gerald Meerschaert,0,0,65,37,4,1,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Alexandr Romanov,Chase Sherman,0,0,8,0,3,0,1,0,Heavyweight,SUB  Keylock,1.0,2:11,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Francisco Figueiredo,Daniel Da Silva,0,0,5,4,0,1,1,0,Flyweight,SUB  Kneebar,1.0,1:18,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Gabe Green,Yohan Lainesse,0,1,48,41,0,2,0,1,Welterweight,KO/TKO  Punches,2.0,4:02,win
"UFC Fight Night: Font vs. Vera  April 30, 2022",6bf5a7d3e081ade2,Natan Levy,Mike Breeden,0,0,92,104,9,3,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Claudio Puelles,Clay Guida,0,0,1,3,0,0,2,0,Lightweight,SUB  Kneebar,1.0,3:01,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Charles Jourdain,Lando Vannata,0,0,4,8,0,1,1,0,Featherweight,SUB  Guillotine Choke,1.0,2:32,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Marc-Andre Barriault,Jordan Wright,0,0,13,12,0,2,1,0,Catch Weight,SUB  Guillotine Choke,1.0,2:36,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Sergey Khandozhko,Dwight Grant,2,1,49,42,1,1,0,0,Welterweight,KO/TKO  Punches,2.0,4:15,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Tyson Pedro,Ike Villanueva,1,0,22,4,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1.0,4:55,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Aoriqileng,Cameron Else,1,0,37,6,1,0,0,0,Bantamweight,KO/TKO  Punches,1.0,2:48,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Preston Parsons,Evan Elder,0,0,75,27,4,0,5,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Philipe Lins,Marcin Prachnio,0,0,64,74,4,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Lemos vs. Andrade  April 23, 2022",236a37d96d476164,Mike Jackson,Dean Barry,0,1,18,36,0,0,0,0,Welterweight,DQ,1.0,3:52,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Belal Muhammad,Vicente Luque,0,0,60,84,5,0,0,0,Welterweight,U-DEC,5.0,5:00,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Caio Borralho,Gadzhi Omargadzhiev,0,0,31,12,1,1,0,0,Middleweight,U-DEC,3.0,3:56,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Andre Fialho,Miguel Baeza,1,0,32,24,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,4:39,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Pat Sabatini,TJ Laramie,0,0,36,15,6,1,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Mounir Lazzez,Ange Loosa,0,0,141,88,0,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Devin Clark,William Knight,1,0,34,21,2,1,0,2,Heavyweight,KO/TKO  Punches,3.0,3:21,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Drakkar Klose,Brandon Jenkins,2,0,76,18,2,0,0,0,Lightweight,KO/TKO  Punches,2.0,0:33,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Rafa Garcia,Jesse Ronson,0,0,35,25,3,0,1,0,Lightweight,SUB  Rear Naked Choke,2.0,4:50,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Martin Buday,Chris Barnett,1,0,56,23,0,0,0,0,Heavyweight,U-DEC,3.0,1:38,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Jordan Leavitt,Trey Ogden,0,0,69,41,0,1,0,2,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Luque vs. Muhammad  April 16, 2022",8753e125f4499816,Alatengheili,Kevin Croom,1,0,9,2,0,0,0,0,Bantamweight,KO/TKO  Punches,1.0,0:47,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Alexander Volkanovski,Chan Sung Jung,1,0,138,48,4,0,0,0,Featherweight,KO/TKO  Punches,4.0,0:45,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Aljamain Sterling,Petr Yan,0,0,62,63,2,0,0,0,Bantamweight,S-DEC,5.0,5:00,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Khamzat Chimaev,Gilbert Burns,1,0,108,119,2,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Mark Madsen,Vinc Pichel,0,0,39,68,3,1,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Ian Garry,Darian Weeks,0,0,74,40,0,1,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Anthony Hernandez,Josh Fremd,0,0,48,31,8,1,3,1,Middleweight,U-DEC,3.0,5:00,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Mike Malott,Mickey Gall,1,0,28,13,0,1,0,0,Welterweight,KO/TKO  Punch,1.0,3:41,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Aleksei Oleinik,Jared Vanderaa,0,0,8,15,0,0,1,0,Heavyweight,SUB  Scarf Hold,1.0,3:39,win
"UFC 273: Volkanovski vs. The Korean Zombie  April 09, 2022",3a97fda0de6f1fa4,Julio Arce,Daniel Santos,0,0,127,49,0,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Curtis Blaydes,Chris Daukaus,1,0,30,13,0,0,0,0,Heavyweight,KO/TKO  Punch,2.0,0:17,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Bryan Barberena,Matt Brown,0,0,111,81,0,5,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Kai Kara-France,Askar Askarov,0,0,51,27,0,2,0,2,Flyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Neil Magny,Max Griffin,0,1,54,67,1,0,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Marc Diakiese,Viacheslav Borshchev,0,0,17,12,11,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Chris Gutierrez,Batgerel Danaa,1,0,41,30,0,1,0,0,Bantamweight,KO/TKO  Spinning Back Fist,2.0,2:34,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Aliaskhab Khizriev,Denis Tiuliulin,0,0,42,31,2,0,1,0,Middleweight,SUB  Rear Naked Choke,2.0,1:58,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Matheus Nicolau,David Dvorak,1,0,36,39,0,0,0,0,Flyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Blaydes vs. Daukaus  March 26, 2022",1fac46d466abd5b8,Luis Saldana,Bruno Souza,0,0,84,66,2,1,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Tom Aspinall,Alexander Volkov,0,0,29,13,2,0,1,0,Heavyweight,SUB  Straight Armbar,1.0,3:45,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Arnold Allen,Dan Hooker,0,0,49,14,0,0,0,0,Featherweight,KO/TKO  Punches,1.0,2:33,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Paddy Pimblett,Kazula Vargas,0,0,3,7,1,0,1,0,Lightweight,SUB  Rear Naked Choke,1.0,3:49,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Gunnar Nelson,Takashi Sato,0,0,44,9,3,0,1,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Ilia Topuria,Jai Herbert,1,1,20,22,1,0,0,0,Lightweight,KO/TKO  Punch,2.0,1:07,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Makwan Amirkhani,Mike Grundy,0,0,0,0,0,1,1,0,Featherweight,SUB  Anaconda Choke,1.0,0:57,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Sergei Pavlovich,Shamil Abdurakhimov,1,0,21,17,0,0,0,0,Heavyweight,KO/TKO  Punches,1.0,4:03,win
"UFC Fight Night: Volkov vs. Aspinall  March 19, 2022",1d00756835ca67c9,Paul Craig,Nikita Krylov,0,0,2,19,1,1,1,0,Light Heavyweight,SUB  Triangle Choke,1.0,3:57,win
